"puesto","NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento","dias.salio.cambio","salio.por.cambio","sueldo.max.fit","sueldo.min.fit","puesto.fit"
"PRELIMINAR B",11224,6,"PESPUNTE","femenino","LEON",3,950,26,"Ninguno",2015-09-03,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"PRELIMINAR B",9063,58,"AVIO","femenino","LEON",3,900,25,"Primaria",2013-02-11,3,1,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,7,1,900,900,"B-PRELIMINAR"
"PRELIMINAR B",8658,16,"MONTADO","masculino","LEON",1,900,41,"Ninguno",2012-08-14,5,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"PRELIMINAR B",11543,2,"AVIO","masculino","LEON",3,950,17,"Ninguno",2016-02-16,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"PRELIMINAR B",10038,478,"PESPUNTE","femenino","LEON",4,900,27,"Secundaria",2014-11-11,3,15,"PRELIMINAR A-B",2,4,5,0,900,900,0,0,29,0,900,900,"B-PRELIMINAR"
"PRELIMINAR B",10770,21,"MONTADO","femenino","LEON",4,950,22,"Secundaria",2015-02-23,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"PRELIMINAR B",9998,112,"PESPUNTE","femenino","LEON",3,900,26,"Secundaria",2013-11-15,3,3,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,43,0,900,900,"B-PRELIMINAR"
"PRELIMINAR B",9242,51,"PESPUNTE","masculino","LEON",3,453.32,21,"Secundaria",2013-04-09,3,1,"PRELIMINAR A-B",2,0,2,1,453.32,770,316.68,14,36,0,770,453.32,"B-PRELIMINAR"
"PRELIMINAR B",11647,0,"PESPUNTE","femenino","LEON",3,900,22,"Secundaria",2016-04-25,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"PRELIMINAR B",11599,0,"PESPUNTE","femenino","LEON",1,900,42,"Primaria",2016-04-12,5,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"PRELIMINAR B",8117,8,"MONTADO","masculino","LEON",1,800,26,"Secundaria",2012-02-09,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,800,800,"B-PRELIMINAR"
"PRELIMINAR B",9396,43,"PREPARADO","masculino","LEON",1,910,21,"Secundaria",2013-05-21,3,1,"PRELIMINAR A-B",2,0,1,0,910,910,0,0,42,0,910,910,"B-PRELIMINAR"
"PRELIMINAR B",9748,9,"MONTADO","masculino","LEON",3,900,21,"Secundaria",2014-07-21,3,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,7,1,900,900,"B-PRELIMINAR"
"PRELIMINAR B",11478,16,"PESPUNTE","masculino","LEON",3,900,18,"Primaria",2016-01-18,2,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,14,1,900,900,"B-PRELIMINAR"
"PRELIMINAR B",11373,17,"PESPUNTE","masculino","LEON",3,1000,19,"Secundaria",2015-11-23,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"PRELIMINAR B",12075,15,"PESPUNTE","femenino","LEON",3,1000,18,"Secundaria",2016-09-06,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"PRELIMINAR B",10435,438,"MONTADO","masculino","SILAO",3,900,19,"Secundaria",2014-07-28,2,14,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,373,0,900,900,"B-PRELIMINAR"
"PRELIMINAR B",9222,270,"PESPUNTE","femenino","LEON",1,910,45,"Secundaria",2013-03-21,5,9,"PRELIMINAR A-B",2,3,5,1,453.32,910,456.68,182,75,0,910,453.32,"B-PRELIMINAR"
"PRELIMINAR B",9965,86,"PESPUNTE","masculino","LEON",1,900,24,"Secundaria",2013-10-30,3,2,"PRELIMINAR A-B",2,1,2,0,900,900,0,0,1,1,900,900,"B-PRELIMINAR"
"PRELIMINAR B",11472,7,"MONTADO","femenino","LEON",3,1000,22,"Secundaria",2016-01-14,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"PRELIMINAR B",11612,0,"MONTADO","masculino","LEON",4,950,24,"Primaria",2016-04-14,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"PRELIMINAR B",8726,204,"MONTADO","femenino","LEON",1,850,39,"Primaria",2012-08-23,4,6,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,850,850,"B-PRELIMINAR"
"PRELIMINAR B",10413,25,"MONTADO","femenino","LEON",4,1000,19,"Secundaria",2015-05-04,2,0,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,23,0,1000,1000,"B-PRELIMINAR"
